timestamp,precip_fayetteville,precip_springdale,precip_bentonville,precip_siloam
2026-05-06 13:00:00,0.0,0.0,0.0,0.0
2026-05-06 14:00:00,0.0,0.0,0.0,0.0
2026-05-06 15:00:00,0.0,0.0,0.0,0.0
2026-05-06 16:00:00,0.0,0.0,0.0,0.0
2026-05-06 17:00:00,0.0,0.0,0.0,0.0
2026-05-06 18:00:00,0.0,0.0,0.0,0.0
2026-05-06 19:00:00,0.0,0.0,0.0,0.0
2026-05-06 20:00:00,0.0,0.0,0.0,0.0
2026-05-06 21:00:00,0.0,0.0,0.0,0.0
2026-05-06 22:00:00,0.0,0.0,0.0,0.0
2026-05-06 23:00:00,0.0,0.0,0.0,0.0
